3.542362421725450076e+03 2.933680312708020210e-03 2.933680434580310248e-06
3.543544223733918898e+03 2.968853572383522987e-03 2.968853777929325588e-06
3.544726420014859741e+03 3.007820341736078262e-03 3.007820396305760369e-06
3.545909010699808732e+03 3.028261708095669746e-03 3.028261744475457817e-06
3.547091995920347017e+03 3.031864529475569725e-03 3.031864707736531273e-06
3.548275375808100762e+03 3.028341103345155716e-03 3.028341325261862949e-06
3.549459150494737059e+03 3.023951780050992966e-03 3.023951876457431354e-06
3.550643320111969842e+03 3.020659321919083595e-03 3.020659505637013353e-06
3.551827884791554425e+03 3.017116570845246315e-03 3.017116796399932355e-06
3.553012844665292505e+03 3.009633161127567291e-03 3.009633246620069258e-06
3.554198199865028528e+03 2.995255170390009880e-03 2.995255272253416479e-06
3.555383950522651048e+03 2.976949559524655342e-03 2.976949645017157309e-06
3.556570096770092277e+03 2.964424435049295425e-03 2.964424538731691428e-06
3.557756638739328537e+03 2.965079853311181068e-03 2.965080057037994266e-06
3.558943576562381168e+03 2.975181443616747856e-03 2.975181587316910736e-06
3.560130910371314258e+03 2.984552411362528801e-03 2.984552565976628102e-06
3.561318640298236915e+03 2.987285377457737923e-03 2.987285597555455752e-06
3.562506766475301447e+03 2.984192920848727226e-03 2.984193088195752352e-06
3.563695289034705183e+03 2.978376811370253563e-03 2.978376869577914476e-06
3.564884208108689563e+03 2.971964655444025993e-03 2.971964704556739889e-06
3.566073523829538317e+03 2.965845400467514992e-03 2.965845624203211628e-06
3.567263236329581105e+03 2.960491692647337914e-03 2.960491883641225286e-06
3.568453345741191697e+03 2.956340089440345764e-03 2.956340267701307312e-06
3.569643852196787975e+03 2.953322138637304306e-03 2.953322336907149293e-06
3.570834755828831021e+03 2.950779860839247704e-03 2.950780071842018515e-06
3.572026056769826482e+03 2.948391949757933617e-03 2.948392193502513692e-06
3.573217755152325026e+03 2.946383552625775337e-03 2.946383801827323623e-06
3.574409851108920975e+03 2.944628009572625160e-03 2.944628249679226428e-06
3.575602344772252309e+03 2.942501800134778023e-03 2.942501851066481322e-06
3.576795236275002935e+03 2.939760219305753708e-03 2.939760406661662273e-06
3.577988525749899054e+03 2.936972072347998619e-03 2.936972123279701918e-06
3.579182213329711885e+03 2.934840740635991096e-03 2.934840949819772504e-06
3.580376299147257669e+03 2.933158306404948235e-03 2.933158384621492587e-06
3.581570783335395845e+03 2.930902177467942238e-03 2.930902383013744839e-06
3.582765666027031330e+03 2.927350578829646111e-03 2.927350806203321554e-06
3.583960947355112694e+03 2.921680686995387077e-03 2.921680788858793676e-06
3.585156627452632620e+03 2.910892479121685028e-03 2.910892590080038644e-06
3.586352706452627899e+03 2.890878822654485703e-03 2.890878931793849915e-06
3.587549184488180799e+03 2.863137517124414444e-03 2.863137751774047501e-06
3.588746061692418152e+03 2.839427441358566284e-03 2.839427679646178149e-06
3.589943338198509991e+03 2.834016224369406700e-03 2.834016413544304669e-06
3.591141014139670460e+03 2.849239856004714966e-03 2.849239990609930828e-06
