# CSP logarithmically sampled (velscale=50.0)
# Wavelength, SSP_logage_04.00_z_0.0018, SSP_logage_07.50_z_0.0018, SSP_logage_09.00_z_0.0018, SSP_logage_04.00_z_0.0178, SSP_logage_07.50_z_0.0178, SSP_logage_09.00_z_0.0178
5.209900236321549528e+03 7.739985827356576920e-03 1.883854041807353497e-03 3.426052862778306007e-04 7.501635700464248657e-03 1.708924188278615475e-03 2.684723585844039917e-04
5.210769226614722356e+03 7.728293072432279587e-03 1.892618369311094284e-03 3.484010812826454639e-04 7.492848671972751617e-03 1.723368302918970585e-03 2.733490255195647478e-04
5.211638361851962145e+03 7.723079994320869446e-03 1.905420795083045959e-03 3.541017940733581781e-04 7.495565805584192276e-03 1.742944703437387943e-03 2.776020555756986141e-04
5.212507642057445992e+03 7.734116632491350174e-03 1.922214403748512268e-03 3.581293567549437284e-04 7.525775581598281860e-03 1.767913228832185268e-03 2.802160743158310652e-04
5.213377067255351903e+03 7.742582354694604874e-03 1.928071607835590839e-03 3.561044577509164810e-04 7.557775359600782394e-03 1.782350242137908936e-03 2.776629407890141010e-04
5.214246637469865163e+03 7.729985751211643219e-03 1.918497146107256413e-03 3.497503057587891817e-04 7.552511058747768402e-03 1.775396871380507946e-03 2.718648756854236126e-04
5.215116352725175602e+03 7.712010759860277176e-03 1.908390666358172894e-03 3.444448520895093679e-04 7.531203795224428177e-03 1.762634143233299255e-03 2.673892013262957335e-04
5.215986213045473050e+03 7.704276591539382935e-03 1.907034195028245449e-03 3.433803794905543327e-04 7.520319893956184387e-03 1.758216414600610733e-03 2.667550870683044195e-04
5.216856218454953705e+03 7.711308542639017105e-03 1.914005028083920479e-03 3.465735935606062412e-04 7.530999835580587387e-03 1.766206813044846058e-03 2.699449541978538036e-04
5.217726368977820130e+03 7.727048825472593307e-03 1.922000781632959843e-03 3.515930147841572762e-04 7.557473611086606979e-03 1.781090744771063328e-03 2.749717095866799355e-04
5.218596664638274888e+03 7.739971857517957687e-03 1.922821509651839733e-03 3.552335256244987249e-04 7.582881487905979156e-03 1.792334835045039654e-03 2.790964790619909763e-04
5.219467105460526909e+03 7.742444984614849091e-03 1.914348569698631763e-03 3.571634588297456503e-04 7.590092252939939499e-03 1.791390357539057732e-03 2.810085716191679239e-04
5.220337691468788762e+03 7.736209314316511154e-03 1.904186210595071316e-03 3.587169630918651819e-04 7.570960558950901031e-03 1.777468482032418251e-03 2.814652107190340757e-04
5.221208422687275743e+03 7.729422301054000854e-03 1.898326678201556206e-03 3.585479862522333860e-04 7.544463500380516052e-03 1.761275227181613445e-03 2.806441625580191612e-04
5.222079299140209514e+03 7.725568022578954697e-03 1.899435766972601414e-03 3.557500895112752914e-04 7.526817265897989273e-03 1.751807634718716145e-03 2.779464703053236008e-04
5.222950320851814467e+03 7.719046436250209808e-03 1.901985495351254940e-03 3.501650644466280937e-04 7.515167351812124252e-03 1.746810623444616795e-03 2.732411376200616360e-04
5.223821487846318632e+03 7.698026951402425766e-03 1.895806519314646721e-03 3.420053108129650354e-04 7.492564618587493896e-03 1.736552803777158260e-03 2.665318315848708153e-04
5.224692800147955495e+03 7.652353961020708084e-03 1.872661290690302849e-03 3.319302340969443321e-04 7.440984714776277542e-03 1.711340853944420815e-03 2.580401196610182524e-04
5.225564257780959451e+03 7.586223538964986801e-03 1.835743547417223454e-03 3.214489843230694532e-04 7.362614851444959641e-03 1.673070481047034264e-03 2.485797158442437649e-04
5.226435860769574901e+03 7.541847415268421173e-03 1.816093456000089645e-03 3.196711477357894182e-04 7.311248220503330231e-03 1.654267194680869579e-03 2.457791415508836508e-04
5.227307609138044427e+03 7.568222004920244217e-03 1.840187469497323036e-03 3.320284304209053516e-04 7.348471321165561676e-03 1.683058100752532482e-03 2.558259584475308657e-04
5.228179502910616065e+03 7.616447750478982925e-03 1.872113090939819813e-03 3.448970965109765530e-04 7.415591739118099213e-03 1.722762011922895908e-03 2.672049449756741524e-04
5.229051542111543313e+03 7.656322326511144638e-03 1.895435270853340626e-03 3.528782108332961798e-04 7.474721875041723251e-03 1.754237920977175236e-03 2.744571538642048836e-04
5.229923726765082392e+03 7.675874978303909302e-03 1.907794270664453506e-03 3.561910998541861773e-04 7.511029485613107681e-03 1.773276017047464848e-03 2.772339503280818462e-04
5.230796056895496804e+03 7.672858890146017075e-03 1.910047023557126522e-03 3.554338181857019663e-04 7.520041428506374359e-03 1.779157901182770729e-03 2.761246578302234411e-04
5.231668532527049138e+03 7.649575825780630112e-03 1.901683048345148563e-03 3.500429447740316391e-04 7.501151878386735916e-03 1.770106493495404720e-03 2.712129207793623209e-04
5.232541153684008350e+03 7.610631175339221954e-03 1.883831806480884552e-03 3.415732062421739101e-04 7.457504980266094208e-03 1.746942289173603058e-03 2.641653118189424276e-04
5.233413920390648855e+03 7.573077920824289322e-03 1.867863931693136692e-03 3.381785645615309477e-04 7.414762862026691437e-03 1.728125847876071930e-03 2.615084231365472078e-04
5.234286832671246884e+03 7.565523963421583176e-03 1.866417936980724335e-03 3.418545820750296116e-04 7.406278047710657120e-03 1.729344599880278111e-03 2.643061161506921053e-04
5.235159890550083219e+03 7.577382028102874756e-03 1.874883309938013554e-03 3.482438332866877317e-04 7.418943569064140320e-03 1.740725827403366566e-03 2.692052512429654598e-04
5.236033094051443186e+03 7.594431284815073013e-03 1.884523080661892891e-03 3.535700379870831966e-04 7.437237538397312164e-03 1.751853385940194130e-03 2.736748429015278816e-04
5.236906443199617570e+03 7.609311956912279129e-03 1.891335356049239635e-03 3.559665055945515633e-04 7.453673053532838821e-03 1.758950762450695038e-03 2.763748925644904375e-04
5.237779938018897155e+03 7.622394710779190063e-03 1.896869856864213943e-03 3.557048912625759840e-04 7.469482719898223877e-03 1.764521934092044830e-03 2.772626758087426424e-04
5.238653578533581822e+03 7.638098206371068954e-03 1.905570738017559052e-03 3.546528168953955173e-04 7.489902898669242859e-03 1.773566938936710358e-03 2.772989391814917326e-04
5.239527364767971449e+03 7.653776556253433228e-03 1.916315872222185135e-03 3.546963853295892477e-04 7.510285824537277222e-03 1.784017658792436123e-03 2.776761539280414581e-04
5.240401296746371372e+03 7.659133523702621460e-03 1.919292961247265339e-03 3.561586490832269192e-04 7.514022756367921829e-03 1.786204520612955093e-03 2.786965924315154552e-04
5.241275374493091476e+03 7.653580978512763977e-03 1.912683714181184769e-03 3.561200283002108335e-04 7.499802391976118088e-03 1.778299803845584393e-03 2.781915827654302120e-04
5.242149598032445283e+03 7.648589089512825012e-03 1.908464590087532997e-03 3.559957258403301239e-04 7.486251182854175568e-03 1.771768904291093349e-03 2.776153560262173414e-04
5.243023967388751771e+03 7.649200502783060074e-03 1.912211184389889240e-03 3.573555150069296360e-04 7.486787158995866776e-03 1.774840522557497025e-03 2.787842240650206804e-04
5.243898482586329919e+03 7.651475258171558380e-03 1.918890397064387798e-03 3.585371305234730244e-04 7.494820747524499893e-03 1.781954080797731876e-03 2.804371761158108711e-04
5.244773143649508711e+03 7.647399324923753738e-03 1.919345115311443806e-03 3.562656347639858723e-04 7.492198143154382706e-03 1.780599588528275490e-03 2.795634500216692686e-04
5.245647950602614401e+03 7.631458807736635208e-03 1.908420817926526070e-03 3.486347268335521221e-04 7.464393973350524902e-03 1.762517145834863186e-03 2.740379713941365480e-04
5.246522903469983248e+03 7.608175277709960938e-03 1.894354587420821190e-03 3.405376919545233250e-04 7.425935938954353333e-03 1.742064952850341797e-03 2.675029681995511055e-04
5.247398002275952422e+03 7.592545822262763977e-03 1.893861335702240467e-03 3.411187499295920134e-04 7.413375191390514374e-03 1.745969755575060844e-03 2.674477291293442249e-04
5.248273247044863638e+03 7.584061939269304276e-03 1.896751462481915951e-03 3.423816524446010590e-04 7.414892315864562988e-03 1.754994969815015793e-03 2.682823105715215206e-04
5.249148637801063160e+03 7.575537543743848801e-03 1.893567154183983803e-03 3.399248817004263401e-04 7.411595433950424194e-03 1.754279132001101971e-03 2.664600324351340532e-04
5.250024174568901799e+03 7.570265326648950577e-03 1.888869097456336021e-03 3.383684379514306784e-04 7.406271062791347504e-03 1.749000162817537785e-03 2.654131676536053419e-04
5.250899857372733095e+03 7.568294648081064224e-03 1.885498058982193470e-03 3.403520968277007341e-04 7.401011884212493896e-03 1.744302338920533657e-03 2.671010443009436131e-04
5.251775686236915135e+03 7.565059699118137360e-03 1.881893491372466087e-03 3.446123737376183271e-04 7.394081912934780121e-03 1.740992534905672073e-03 2.704446087591350079e-04
5.252651661185810553e+03 7.553683593869209290e-03 1.873222179710865021e-03 3.468546201474964619e-04 7.380865514278411865e-03 1.735259313136339188e-03 2.719309413805603981e-04
5.253527782243785623e+03 7.532218936830759048e-03 1.857594121247529984e-03 3.445312613621354103e-04 7.359690964221954346e-03 1.723444205708801746e-03 2.692194248083978891e-04
5.254404049435210254e+03 7.522167172282934189e-03 1.852604793384671211e-03 3.426752518862485886e-04 7.354720495641231537e-03 1.720731379464268684e-03 2.665982465259730816e-04
5.255280462784457995e+03 7.538220845162868500e-03 1.872228109277784824e-03 3.476494457572698593e-04 7.384855300188064575e-03 1.743346569128334522e-03 2.702456549741327763e-04
5.256157022315910581e+03 7.561600767076015472e-03 1.896888134069740772e-03 3.547047381289303303e-04 7.423233706504106522e-03 1.772032584995031357e-03 2.761940704658627510e-04
5.257033728053947016e+03 7.575404830276966095e-03 1.910402555949985981e-03 3.596218011807650328e-04 7.444146554917097092e-03 1.788237248547375202e-03 2.805721887852996588e-04
5.257910580022955401e+03 7.572432514280080795e-03 1.908806501887738705e-03 3.608723636716604233e-04 7.438240572810173035e-03 1.786170760169625282e-03 2.817773493006825447e-04
5.258787578247328383e+03 7.554888725280761719e-03 1.896679052151739597e-03 3.587134124245494604e-04 7.410459220409393311e-03 1.770001370459794998e-03 2.798794594127684832e-04
5.259664722751458612e+03 7.530816365033388138e-03 1.881287898868322372e-03 3.539939643815159798e-04 7.373338565230369568e-03 1.748174545355141163e-03 2.756778849288821220e-04
5.260542013559745101e+03 7.507060654461383820e-03 1.865909318439662457e-03 3.470804367680102587e-04 7.336112204939126968e-03 1.725983805954456329e-03 2.697377058211714029e-04
5.261419450696590502e+03 7.485006004571914673e-03 1.852445071563124657e-03 3.379750705789774656e-04 7.299623917788267136e-03 1.705378061160445213e-03 2.618404396343976259e-04
5.262297034186402925e+03 7.465121801942586899e-03 1.845224644057452679e-03 3.307207662146538496e-04 7.266550324857234955e-03 1.689946861006319523e-03 2.551499346736818552e-04
5.263174764053592298e+03 7.446240168064832687e-03 1.838147290982306004e-03 3.249903384130448103e-04 7.235765457153320312e-03 1.674885977990925312e-03 2.496091765351593494e-04
5.264052640322575826e+03 7.434860803186893463e-03 1.829781453125178814e-03 3.214341122657060623e-04 7.215788587927818298e-03 1.661712070927023888e-03 2.459067909512668848e-04
5.264930663017769803e+03 7.436031941324472427e-03 1.824217033572494984e-03 3.217452322132885456e-04 7.212928961962461472e-03 1.655316795222461224e-03 2.456643269397318363e-04
5.265808832163600528e+03 7.446679752320051193e-03 1.823900500312447548e-03 3.267921565566211939e-04 7.223398890346288681e-03 1.657267566770315170e-03 2.498350222595036030e-04
5.266687147784492481e+03 7.454152218997478485e-03 1.823997357860207558e-03 3.340142720844596624e-04 7.231263443827629089e-03 1.660900539718568325e-03 2.563901944085955620e-04
5.267565609904879238e+03 7.441148161888122559e-03 1.809759531170129776e-03 3.344096767250448465e-04 7.213607430458068848e-03 1.649465877562761307e-03 2.575699763838201761e-04
5.268444218549195284e+03 7.403934374451637268e-03 1.775322365574538708e-03 3.200420760549604893e-04 7.166209165006875992e-03 1.616434077732264996e-03 2.464208228047937155e-04
5.269322973741880560e+03 7.391370367258787155e-03 1.769482973031699657e-03 3.146621456835418940e-04 7.152296602725982666e-03 1.609819475561380386e-03 2.421149256406351924e-04
5.270201875507379555e+03 7.404577452689409256e-03 1.794846961274743080e-03 3.242243838030844927e-04 7.175589911639690399e-03 1.634988002479076385e-03 2.496542583685368299e-04
5.271080923870138577e+03 7.421754300594329834e-03 1.825476530939340591e-03 3.365085867699235678e-04 7.211043033748865128e-03 1.669907476752996445e-03 2.594919060356914997e-04
5.271960118854610300e+03 7.428967859596014023e-03 1.844367827288806438e-03 3.431309596635401249e-04 7.239946164190769196e-03 1.697155646979808807e-03 2.648846711963415146e-04
5.272839460485250129e+03 7.422459777444601059e-03 1.848606509156525135e-03 3.427725459914654493e-04 7.254143245518207550e-03 1.710211625322699547e-03 2.643991028890013695e-04
5.273718948786518013e+03 7.405606098473072052e-03 1.844468992203474045e-03 3.389410558156669140e-04 7.253966294229030609e-03 1.711793243885040283e-03 2.605694753583520651e-04
5.274598583782879359e+03 7.383675314486026764e-03 1.837028772570192814e-03 3.345795266795903444e-04 7.243401370942592621e-03 1.707513933070003986e-03 2.562871959526091814e-04
5.275478365498800486e+03 7.382961455732584000e-03 1.840625656768679619e-03 3.360121336299926043e-04 7.253431249409914017e-03 1.716683967970311642e-03 2.582785382401198149e-04
5.276358293958754075e+03 7.420994341373443604e-03 1.866312930360436440e-03 3.465403569862246513e-04 7.303034421056509018e-03 1.748202135786414146e-03 2.684018691070377827e-04
5.277238369187218268e+03 7.455672603100538254e-03 1.887450693175196648e-03 3.548585227690637112e-04 7.339832838624715805e-03 1.769922906532883644e-03 2.756312605924904346e-04
5.278118591208671205e+03 7.465733215212821960e-03 1.892403583042323589e-03 3.568840620573610067e-04 7.341918535530567169e-03 1.770654460415244102e-03 2.768215490505099297e-04
5.278998960047597393e+03 7.458562031388282776e-03 1.885181642137467861e-03 3.542671329341828823e-04 7.323645520955324173e-03 1.758575323037803173e-03 2.739713527262210846e-04
5.279879475728486796e+03 7.446829229593276978e-03 1.872392953373491764e-03 3.499375307001173496e-04 7.302664220333099365e-03 1.743314205668866634e-03 2.701399498619139194e-04
5.280760138275831196e+03 7.436763960868120193e-03 1.858092728070914745e-03 3.458277205936610699e-04 7.285628467798233032e-03 1.728930976241827011e-03 2.671522379387170076e-04
5.281640947714127833e+03 7.424585521221160889e-03 1.843024627305567265e-03 3.420413413550704718e-04 7.266581058502197266e-03 1.713833422400057316e-03 2.646714565344154835e-04
5.282521904067876676e+03 7.406460121273994446e-03 1.829634536989033222e-03 3.381377318874001503e-04 7.245745975524187088e-03 1.701118773780763149e-03 2.613084507174789906e-04
5.283403007361583150e+03 7.401255425065755844e-03 1.831373549066483974e-03 3.393285442143678665e-04 7.249919231981039047e-03 1.707950141280889511e-03 2.613865362945944071e-04
5.284284257619757227e+03 7.422615308314561844e-03 1.853415509685873985e-03 3.478828584775328636e-04 7.289255037903785706e-03 1.736913225613534451e-03 2.685442450456321239e-04
5.285165654866910700e+03 7.453442085534334183e-03 1.879939227364957333e-03 3.565996594261378050e-04 7.338711991906166077e-03 1.769675640389323235e-03 2.767767582554370165e-04
5.286047199127560816e+03 7.476022467017173767e-03 1.897775684483349323e-03 3.606347308959811926e-04 7.373812608420848846e-03 1.791035640053451061e-03 2.811390440911054611e-04
5.286928890426228463e+03 7.483320776373147964e-03 1.902871183119714260e-03 3.601555945351719856e-04 7.383107207715511322e-03 1.795442774891853333e-03 2.812721359077841043e-04
5.287810728787440894e+03 7.477425038814544678e-03 1.898352638818323612e-03 3.581735363695770502e-04 7.369982544332742691e-03 1.786873675882816315e-03 2.797991328407078981e-04
5.288692714235725362e+03 7.465358823537826538e-03 1.891075284220278263e-03 3.576677409000694752e-04 7.348916027694940567e-03 1.775698503479361534e-03 2.796337066683918238e-04
5.289574846795616395e+03 7.454355247318744659e-03 1.888111815787851810e-03 3.590379201341420412e-04 7.337159011512994766e-03 1.773287774994969368e-03 2.811577287502586842e-04
5.290457126491652161e+03 7.448136806488037109e-03 1.891020685434341431e-03 3.594598965719342232e-04 7.338897325098514557e-03 1.780001563020050526e-03 2.816029591485857964e-04
5.291339553348372647e+03 7.446063682436943054e-03 1.891230465844273567e-03 3.575141599867492914e-04 7.337579969316720963e-03 1.779778394848108292e-03 2.794663305394351482e-04
5.292222127390325113e+03 7.443170994520187378e-03 1.886346726678311825e-03 3.556676383595913649e-04 7.326243445277214050e-03 1.770457252860069275e-03 2.771178260445594788e-04
5.293104848642060460e+03 7.435795851051807404e-03 1.876367372460663319e-03 3.547561063896864653e-04 7.306134793907403946e-03 1.755886245518922806e-03 2.758725022431463003e-04
5.293987717128129589e+03 7.419842295348644257e-03 1.859274460002779961e-03 3.530535323079675436e-04 7.276333868503570557e-03 1.736012403853237629e-03 2.746409154497087002e-04
5.294870732873092493e+03 7.394733373075723648e-03 1.834592549130320549e-03 3.484644985292106867e-04 7.236788049340248108e-03 1.709852134808897972e-03 2.713959838729351759e-04
5.295753895901510987e+03 7.364906836301088333e-03 1.806169282644987106e-03 3.407880140002816916e-04 7.191974204033613205e-03 1.679823384620249271e-03 2.652176481205970049e-04
5.296637206237952341e+03 7.339510135352611542e-03 1.783486804924905300e-03 3.331926709506660700e-04 7.153780665248632431e-03 1.655228319577872753e-03 2.580896543804556131e-04
5.297520663906986556e+03 7.332041859626770020e-03 1.781378872692584991e-03 3.317754890304058790e-04 7.143449969589710236e-03 1.652759849093854427e-03 2.556593972258269787e-04
5.298404268933187268e+03 7.354298606514930725e-03 1.812449656426906586e-03 3.391416103113442659e-04 7.181004621088504791e-03 1.685490715317428112e-03 2.617253048811107874e-04
5.299288021341133572e+03 7.379713933914899826e-03 1.846745959483087063e-03 3.447520721238106489e-04 7.224507164210081100e-03 1.720504486002027988e-03 2.671107358764857054e-04
5.300171921155407290e+03 7.390875834971666336e-03 1.866886392235755920e-03 3.455345286056399345e-04 7.246187422424554825e-03 1.740295323543250561e-03 2.681638579815626144e-04
5.301055968400596612e+03 7.388975005596876144e-03 1.874056411907076836e-03 3.450385702308267355e-04 7.248867768794298172e-03 1.747817965224385262e-03 2.676927542779594660e-04
5.301940163101291546e+03 7.383042480796575546e-03 1.875435351394116879e-03 3.468455397523939610e-04 7.246957160532474518e-03 1.751973177306354046e-03 2.690275432541966438e-04
5.302824505282087557e+03 7.379913236945867538e-03 1.876579597592353821e-03 3.515989228617399931e-04 7.250351365655660629e-03 1.758148311637341976e-03 2.729973057284951210e-04
5.303708994967582839e+03 7.379107177257537842e-03 1.878252951428294182e-03 3.566254163160920143e-04 7.256617769598960876e-03 1.764634274877607822e-03 2.773897722363471985e-04
5.304593632182381953e+03 7.374295499175786972e-03 1.878081005997955799e-03 3.581002820283174515e-04 7.254065945744514465e-03 1.765653491020202637e-03 2.789398422464728355e-04
5.305478416951091276e+03 7.361889816820621490e-03 1.873628003522753716e-03 3.542157937772572041e-04 7.238054648041725159e-03 1.758491504006087780e-03 2.764283854048699141e-04
5.306363349298322646e+03 7.349026855081319809e-03 1.865507801994681358e-03 3.500473685562610626e-04 7.224183995276689529e-03 1.748927752487361431e-03 2.736276946961879730e-04
5.307248429248691536e+03 7.341275922954082489e-03 1.857760711573064327e-03 3.502645704429596663e-04 7.218774408102035522e-03 1.742774853482842445e-03 2.739090414252132177e-04
5.308133656826816150e+03 7.340515963733196259e-03 1.855567912571132183e-03 3.532399423420429230e-04 7.221351843327283859e-03 1.743130502291023731e-03 2.763101656455546618e-04
5.309019032057321965e+03 7.345573510974645615e-03 1.860009273514151573e-03 3.557630989234894514e-04 7.228860165923833847e-03 1.748407143168151379e-03 2.784649550449103117e-04
5.309904554964836279e+03 7.351507432758808136e-03 1.866778940893709660e-03 3.562008496373891830e-04 7.235055789351463318e-03 1.753339776769280434e-03 2.790469152387231588e-04
5.310790225573990938e+03 7.352240383625030518e-03 1.869852654635906219e-03 3.548350068740546703e-04 7.233598735183477402e-03 1.753015443682670593e-03 2.780728391371667385e-04
5.311676043909421423e+03 7.344018667936325073e-03 1.866096165031194687e-03 3.529318200889974833e-04 7.221771404147148132e-03 1.746565569192171097e-03 2.763063239399343729e-04
5.312562009995769586e+03 7.328434381633996964e-03 1.858413219451904297e-03 3.513188567012548447e-04 7.203416433185338974e-03 1.738412072882056236e-03 2.743570657912641764e-04
5.313448123857678183e+03 7.304568774998188019e-03 1.851292676292359829e-03 3.505076456349343061e-04 7.183276582509279251e-03 1.734689110890030861e-03 2.729881089180707932e-04
5.314334385519795433e+03 7.267686538398265839e-03 1.840648823417723179e-03 3.474519180599600077e-04 7.155665196478366852e-03 1.728120609186589718e-03 2.699873875826597214e-04
5.315220795006775006e+03 7.223187945783138275e-03 1.824499340727925301e-03 3.415219543967396021e-04 7.117620669305324554e-03 1.713230740278959274e-03 2.647099026944488287e-04
5.316107352343271486e+03 7.199264131486415863e-03 1.813503564335405827e-03 3.385485033504664898e-04 7.089684717357158661e-03 1.698996755294501781e-03 2.621290914248675108e-04
5.316994057553947641e+03 7.209026720374822617e-03 1.813717535696923733e-03 3.408939810469746590e-04 7.084906566888093948e-03 1.692715100944042206e-03 2.642138861119747162e-04
5.317880910663468967e+03 7.240707054734230042e-03 1.822310150600969791e-03 3.457700076978653669e-04 7.098238915205001831e-03 1.695109764114022255e-03 2.685810904949903488e-04
5.318767911696500960e+03 7.270564790815114975e-03 1.832170528359711170e-03 3.489737282507121563e-04 7.114835083484649658e-03 1.702664187178015709e-03 2.716390590649098158e-04
5.319655060677720030e+03 7.284018211066722870e-03 1.839271164499223232e-03 3.494196571409702301e-04 7.126097101718187332e-03 1.712635508738458157e-03 2.723870857153087854e-04
5.320542357631800769e+03 7.289811037480831146e-03 1.846157363615930080e-03 3.490549570415169001e-04 7.142544258385896683e-03 1.726066693663597107e-03 2.723835350479930639e-04
5.321429802583426863e+03 7.297595497220754623e-03 1.853637630119919777e-03 3.476505225989967585e-04 7.169258315116167068e-03 1.739422325044870377e-03 2.712751738727092743e-04
5.322317395557281998e+03 7.293916307389736176e-03 1.851290813647210598e-03 3.441477601882070303e-04 7.172071374952793121e-03 1.735362922772765160e-03 2.675253781490027905e-04
5.323205136578055317e+03 7.274674717336893082e-03 1.837935065850615501e-03 3.402545407880097628e-04 7.144932169467210770e-03 1.715855672955513000e-03 2.631250827107578516e-04
5.324093025670443240e+03 7.247974164783954620e-03 1.819387194700539112e-03 3.394096274860203266e-04 7.103073876351118088e-03 1.691323122940957546e-03 2.618016151245683432e-04
5.324981062859140366e+03 7.221599575132131577e-03 1.798452576622366905e-03 3.396962711121886969e-04 7.057390641421079636e-03 1.665102317929267883e-03 2.621118037495762110e-04
5.325869248168849481e+03 7.195768877863883972e-03 1.772632123902440071e-03 3.355114022269845009e-04 7.008958607912063599e-03 1.633837586268782616e-03 2.590733929537236691e-04
5.326757581624277009e+03 7.167903706431388855e-03 1.741000567562878132e-03 3.243053506594151258e-04 6.958114448934793472e-03 1.597046852111816406e-03 2.501088893041014671e-04
5.327646063250133011e+03 7.143188267946243286e-03 1.713647507131099701e-03 3.128881799057126045e-04 6.917875725775957108e-03 1.567357918247580528e-03 2.405885461485013366e-04
5.328534693071132097e+03 7.142798043787479401e-03 1.715204911306500435e-03 3.156008606310933828e-04 6.918333470821380615e-03 1.570225576870143414e-03 2.424201811663806438e-04
5.329423471111991603e+03 7.177437655627727509e-03 1.752381445840001106e-03 3.319380048196762800e-04 6.971417460590600967e-03 1.611666753888130188e-03 2.560839639045298100e-04
5.330312397397435234e+03 7.207531016319990158e-03 1.782071427442133427e-03 3.417056868784129620e-04 7.019652053713798523e-03 1.646865508519113064e-03 2.649417438078671694e-04
5.331201471952188513e+03 7.217884995043277740e-03 1.792870927602052689e-03 3.442474117036908865e-04 7.041196804493665695e-03 1.663309638388454914e-03 2.675125433597713709e-04
5.332090694800983329e+03 7.214250043034553528e-03 1.795193180441856384e-03 3.443802415858954191e-04 7.045809645205736160e-03 1.670438447035849094e-03 2.676381554920226336e-04
5.332980065968552481e+03 7.207636255770921707e-03 1.800970174372196198e-03 3.456695994827896357e-04 7.051241584122180939e-03 1.680798945017158985e-03 2.685418876353651285e-04
5.333869585479636953e+03 7.204598747193813324e-03 1.813430571928620338e-03 3.479394363239407539e-04 7.066986523568630219e-03 1.698458916507661343e-03 2.703860227484256029e-04
5.334759253358977730e+03 7.204663939774036407e-03 1.827352680265903473e-03 3.486526547931134701e-04 7.089401129633188248e-03 1.718015060760080814e-03 2.712057612370699644e-04
5.335649069631324892e+03 7.203367073088884354e-03 1.835716073401272297e-03 3.464163455646485090e-04 7.106299512088298798e-03 1.730713644064962864e-03 2.697127056308090687e-04
5.336539034321427607e+03 7.197817321866750717e-03 1.835766131989657879e-03 3.440898435655981302e-04 7.106560282409191132e-03 1.731233322061598301e-03 2.676779986359179020e-04
5.337429147454042322e+03 7.188050542026758194e-03 1.825904590077698231e-03 3.439183637965470552e-04 7.085380610078573227e-03 1.717118313536047935e-03 2.666119835339486599e-04
5.338319409053929121e+03 7.176320999860763550e-03 1.807876396924257278e-03 3.405382449273020029e-04 7.053037639707326889e-03 1.692817080765962601e-03 2.631176030263304710e-04
5.339209819145849906e+03 7.166734896600246429e-03 1.790231559425592422e-03 3.344806027598679066e-04 7.022833917289972305e-03 1.668953453190624714e-03 2.581151493359357119e-04
5.340100377754573856e+03 7.169653661549091339e-03 1.787742949090898037e-03 3.324629215057939291e-04 7.016924675554037094e-03 1.664529670961201191e-03 2.570651995483785868e-04
5.340991084904873787e+03 7.186595816165208817e-03 1.802643411792814732e-03 3.365388547535985708e-04 7.039715070277452469e-03 1.682419446296989918e-03 2.611732052173465490e-04
5.341881940621523427e+03 7.207591086626052856e-03 1.824142877012491226e-03 3.431780496612191200e-04 7.073686923831701279e-03 1.708459341898560524e-03 2.671185648068785667e-04
5.342772944929305595e+03 7.217457052320241928e-03 1.837407238781452179e-03 3.473664110060781240e-04 7.091233972460031509e-03 1.723399618640542030e-03 2.706713567022234201e-04
5.343664097853003113e+03 7.205785717815160751e-03 1.834195805713534355e-03 3.472655080258846283e-04 7.072835694998502731e-03 1.717117149382829666e-03 2.704624785110354424e-04
5.344555399417404260e+03 7.174171041697263718e-03 1.815993920899927616e-03 3.441609151195734739e-04 7.019743788987398148e-03 1.692562829703092575e-03 2.675499999895691872e-04
5.345446849647302770e+03 7.142570801079273224e-03 1.794505049474537373e-03 3.420881694182753563e-04 6.971054244786500931e-03 1.668617362156510353e-03 2.652481198310852051e-04
5.346338448567495107e+03 7.138607557862997055e-03 1.787285087630152702e-03 3.428736526984721422e-04 6.973924115300178528e-03 1.666619791649281979e-03 2.657748118508607149e-04
5.347230196202781372e+03 7.145942188799381256e-03 1.784930122084915638e-03 3.416252729948610067e-04 6.991903763264417648e-03 1.668175566010177135e-03 2.650014939717948437e-04
5.348122092577968942e+03 7.153320591896772385e-03 1.785544212907552719e-03 3.397022082936018705e-04 7.002166472375392914e-03 1.667407690547406673e-03 2.634751726873219013e-04
5.349014137717864287e+03 7.160685490816831589e-03 1.792589784599840641e-03 3.406463074497878551e-04 7.010760717093944550e-03 1.671966514550149441e-03 2.640496240928769112e-04
5.349906331647282059e+03 7.170365191996097565e-03 1.806450309231877327e-03 3.449511132203042507e-04 7.030277047306299210e-03 1.688253250904381275e-03 2.674463030416518450e-04
5.350798674391040549e+03 7.180097978562116623e-03 1.821035402826964855e-03 3.497842408251017332e-04 7.059784606099128723e-03 1.711700344458222389e-03 2.715289010666310787e-04
5.351691165973959869e+03 7.183171808719635010e-03 1.827461528591811657e-03 3.519444144330918789e-04 7.081787101924419403e-03 1.728411298245191574e-03 2.734715526457875967e-04
5.352583806420867404e+03 7.178114727139472961e-03 1.824690029025077820e-03 3.519981983117759228e-04 7.084129843860864639e-03 1.730697695165872574e-03 2.735148591455072165e-04
5.353476595756590541e+03 7.176690269261598587e-03 1.826156862080097198e-03 3.543022030498832464e-04 7.084110286086797714e-03 1.731561496853828430e-03 2.753481094259768724e-04
5.354369534005965761e+03 7.182554341852664948e-03 1.834902213886380196e-03 3.573981812223792076e-04 7.090935949236154556e-03 1.737115322612226009e-03 2.781847724691033363e-04
