# CSP logarithmically sampled (velscale=50.0)
# Wavelength, SSP_logage_04.00_z_0.0018, SSP_logage_07.50_z_0.0018, SSP_logage_09.00_z_0.0018, SSP_logage_04.00_z_0.0178, SSP_logage_07.50_z_0.0178, SSP_logage_09.00_z_0.0178
4.679321255005725106e+03 1.090115122497081757e-02 2.570634474977850914e-03 4.211404011584818363e-04 1.066664513200521469e-02 2.378030680119991302e-03 3.348035679664462805e-04
4.680101746870212082e+03 1.088675204664468765e-02 2.567142015323042870e-03 4.202530835755169392e-04 1.065593026578426361e-02 2.374733565375208855e-03 3.343482094351202250e-04
4.680882368917586064e+03 1.086749136447906494e-02 2.566768554970622063e-03 4.203170828986912966e-04 1.063921954482793808e-02 2.374002709984779358e-03 3.347748133819550276e-04
4.681663121169560327e+03 1.083973329514265060e-02 2.569520147517323494e-03 4.214840882923454046e-04 1.061423122882843018e-02 2.376132877543568611e-03 3.361621056683361530e-04
4.682444003647854515e+03 1.076203025877475739e-02 2.579726744443178177e-03 4.257674154359847307e-04 1.054797787219285965e-02 2.386667300015687943e-03 3.400759596843272448e-04
4.683225016374188272e+03 1.059503667056560516e-02 2.583260647952556610e-03 4.285359173081815243e-04 1.040349248796701431e-02 2.393068047240376472e-03 3.421593573875725269e-04
4.684006159370285786e+03 1.040409319102764130e-02 2.579306950792670250e-03 4.294070240575820208e-04 1.023662183433771133e-02 2.393037546426057816e-03 3.426535695325583220e-04
4.684787432657876707e+03 1.024458557367324829e-02 2.571974648162722588e-03 4.293922393117100000e-04 1.009747479110956192e-02 2.389840316027402878e-03 3.424872411414980888e-04
4.685568836258693409e+03 1.018361188471317291e-02 2.563233720138669014e-03 4.289263742975890636e-04 1.004631724208593369e-02 2.384758787229657173e-03 3.421403816901147366e-04
4.686350370194471907e+03 1.038777455687522888e-02 2.559921238571405411e-03 4.277865518815815449e-04 1.023318711668252945e-02 2.381619065999984741e-03 3.408782940823584795e-04
4.687132034486949124e+03 1.057659089565277100e-02 2.565372269600629807e-03 4.273255181033164263e-04 1.040426641702651978e-02 2.384511288255453110e-03 3.397604159545153379e-04
4.687913829157871078e+03 1.071622688323259354e-02 2.572503872215747833e-03 4.273624799679964781e-04 1.052702125161886215e-02 2.387815853580832481e-03 3.392818907741457224e-04
4.688695754228981968e+03 1.080072764307260513e-02 2.579383086413145065e-03 4.275870160199701786e-04 1.059507858008146286e-02 2.389755100011825562e-03 3.393107617739588022e-04
4.689477809722033271e+03 1.082946546375751495e-02 2.580018481239676476e-03 4.264460585545748472e-04 1.059952843934297562e-02 2.382862381637096405e-03 3.390310448594391346e-04
4.690259995658779189e+03 1.083437167108058929e-02 2.577727427706122398e-03 4.246598109602928162e-04 1.058748736977577209e-02 2.375351963564753532e-03 3.376143577042967081e-04
4.691042312060975746e+03 1.083918754011392593e-02 2.575995400547981262e-03 4.251738428138196468e-04 1.059013139456510544e-02 2.374050905928015709e-03 3.373860381543636322e-04
4.691824758950385331e+03 1.084284204989671707e-02 2.572711789980530739e-03 4.267853801138699055e-04 1.059769093990325928e-02 2.374490024521946907e-03 3.379511181265115738e-04
4.692607336348772151e+03 1.084435172379016876e-02 2.566782524809241295e-03 4.291675286367535591e-04 1.060681883245706558e-02 2.375195035710930824e-03 3.393128281459212303e-04
4.693390044277904963e+03 1.084057521075010300e-02 2.561730099841952324e-03 4.315045371185988188e-04 1.060233358293771744e-02 2.374883042648434639e-03 3.413589147385209799e-04
4.694172882759554341e+03 1.083764620125293732e-02 2.565337810665369034e-03 4.336218407843261957e-04 1.059351861476898193e-02 2.377931727096438408e-03 3.434942336753010750e-04
4.694955851815498136e+03 1.083145383745431900e-02 2.566913142800331116e-03 4.351222887635231018e-04 1.058084424585103989e-02 2.378957346081733704e-03 3.451302472967654467e-04
4.695738951467514198e+03 1.081987284123897552e-02 2.564467256888747215e-03 4.353309050202369690e-04 1.056120265275239944e-02 2.376202028244733810e-03 3.455702099017798901e-04
4.696522181737385836e+03 1.079370081424713135e-02 2.551143756136298180e-03 4.320977895986288786e-04 1.052109058946371078e-02 2.363400999456644058e-03 3.426885814405977726e-04
4.697305542646899994e+03 1.074536330997943878e-02 2.528430428355932236e-03 4.251416539773344994e-04 1.044010184705257416e-02 2.341133775189518929e-03 3.359582624398171902e-04
4.698089034217845438e+03 1.071480102837085724e-02 2.517895074561238289e-03 4.218432586640119553e-04 1.038604788482189178e-02 2.329608891159296036e-03 3.326051228214055300e-04
4.698872656472017297e+03 1.070156693458557129e-02 2.516077132895588875e-03 4.210230836179107428e-04 1.036379858851432800e-02 2.326278015971183777e-03 3.315552021376788616e-04
4.699656409431212523e+03 1.070764660835266113e-02 2.523038070648908615e-03 4.224772274028509855e-04 1.037849113345146179e-02 2.331577241420745850e-03 3.326543373987078667e-04
4.700440293117231704e+03 1.073298975825309753e-02 2.537923399358987808e-03 4.232369828969240189e-04 1.043829694390296936e-02 2.346723340451717377e-03 3.333192144054919481e-04
4.701224307551880884e+03 1.073314249515533447e-02 2.539718989282846451e-03 4.196788650006055832e-04 1.045326702296733856e-02 2.350243041291832924e-03 3.305794962216168642e-04
4.702008452756967017e+03 1.072324533015489578e-02 2.535930369049310684e-03 4.169273306615650654e-04 1.044397521764039993e-02 2.346708904951810837e-03 3.285650163888931274e-04
4.702792728754303425e+03 1.070825196802616119e-02 2.530935220420360565e-03 4.161756078246980906e-04 1.041928306221961975e-02 2.340752631425857544e-03 3.282340476289391518e-04
4.703577135565704339e+03 1.069050468504428864e-02 2.528022276237607002e-03 4.192758642602711916e-04 1.038073375821113586e-02 2.335392171517014503e-03 3.311010659672319889e-04
4.704361673212990354e+03 1.067163050174713135e-02 2.526155440136790276e-03 4.248288751114159822e-04 1.033464912325143814e-02 2.328869886696338654e-03 3.362158022355288267e-04
4.705146341717982068e+03 1.066837739199399948e-02 2.521121874451637268e-03 4.244814626872539520e-04 1.033341977745294571e-02 2.319953870028257370e-03 3.363749710842967033e-04
4.705931141102509173e+03 1.066878624260425568e-02 2.513788407668471336e-03 4.216668021399527788e-04 1.035045366734266281e-02 2.310268348082900047e-03 3.344301367178559303e-04
4.706716071388400451e+03 1.066923420876264572e-02 2.505082869902253151e-03 4.173728229943662882e-04 1.037567853927612305e-02 2.300851047039031982e-03 3.311594191472977400e-04
4.707501132597488322e+03 1.065830700099468231e-02 2.495872788131237030e-03 4.132957255933433771e-04 1.038415357470512390e-02 2.293113619089126587e-03 3.278586955275386572e-04
4.708286324751612483e+03 1.065048016607761383e-02 2.501018345355987549e-03 4.132188623771071434e-04 1.037751324474811554e-02 2.299811225384473801e-03 3.277086070738732815e-04
4.709071647872611720e+03 1.065478101372718811e-02 2.514268970116972923e-03 4.162458353675901890e-04 1.038693170994520187e-02 2.315854653716087341e-03 3.301806282252073288e-04
4.709857101982332097e+03 1.064143050462007523e-02 2.523967763409018517e-03 4.205468867439776659e-04 1.038231607526540756e-02 2.329927170649170876e-03 3.337232337798923254e-04
4.710642687102623313e+03 1.059487462043762207e-02 2.524089301005005836e-03 4.253141232766211033e-04 1.034672558307647705e-02 2.335948403924703598e-03 3.376495442353188992e-04
4.711428403255335979e+03 1.038901135325431824e-02 2.477089175954461098e-03 4.263926239218562841e-04 1.013138797134160995e-02 2.295346464961767197e-03 3.382949216756969690e-04
4.712214250462326163e+03 1.023035589605569839e-02 2.429374726489186287e-03 4.224658187013119459e-04 9.945673868060112000e-03 2.246391726657748222e-03 3.347254241816699505e-04
4.713000228745451750e+03 1.021274272352457047e-02 2.414694055914878845e-03 4.186550795566290617e-04 9.912642650306224823e-03 2.226046752184629440e-03 3.313222550787031651e-04
4.713786338126576084e+03 1.029357034713029861e-02 2.425721613690257072e-03 4.160600656177848577e-04 9.987941011786460876e-03 2.229293109849095345e-03 3.291458706371486187e-04
4.714572578627568873e+03 1.046867482364177704e-02 2.465167315676808357e-03 4.162526165600866079e-04 1.016952749341726303e-02 2.260324545204639435e-03 3.297325165476650000e-04
4.715358950270296191e+03 1.059455703943967819e-02 2.505934098735451698e-03 4.221693961881101131e-04 1.030183117836713791e-02 2.298641018569469452e-03 3.357031091582030058e-04
4.716145453076635022e+03 1.063192356377840042e-02 2.525908872485160828e-03 4.262103466317057610e-04 1.035415381193161011e-02 2.321940846741199493e-03 3.393667866475880146e-04
4.716932087068461442e+03 1.065770257264375687e-02 2.540959976613521576e-03 4.287209303583949804e-04 1.040254253894090652e-02 2.342006890103220940e-03 3.416477702558040619e-04
4.717718852267656985e+03 1.067397464066743851e-02 2.550698816776275635e-03 4.300045839045196772e-04 1.044507417827844620e-02 2.357648918405175209e-03 3.429312491789460182e-04
4.718505748696105911e+03 1.067613717168569565e-02 2.552012680098414421e-03 4.311113443691283464e-04 1.046990044414997101e-02 2.365187508985400200e-03 3.445050679147243500e-04
4.719292776375697940e+03 1.066061854362487793e-02 2.542010741308331490e-03 4.320171137806028128e-04 1.045853272080421448e-02 2.358648227527737617e-03 3.458095306996256113e-04
4.720079935328323700e+03 1.064726244658231735e-02 2.532037207856774330e-03 4.313726676627993584e-04 1.044183131307363510e-02 2.349335001781582832e-03 3.453449171502143145e-04
4.720867225575881093e+03 1.063935644924640656e-02 2.526573836803436279e-03 4.298728308640420437e-04 1.043080165982246399e-02 2.343623898923397064e-03 3.439580614212900400e-04
4.721654647140267116e+03 1.063909381628036499e-02 2.527999691665172577e-03 4.278743872418999672e-04 1.043030712753534317e-02 2.344503998756408691e-03 3.419956192374229431e-04
4.722442200043386947e+03 1.065259799361228943e-02 2.544527174904942513e-03 4.277035186532884836e-04 1.045578345656394958e-02 2.363427542150020599e-03 3.413695376366376877e-04
4.723229884307145767e+03 1.066488865762948990e-02 2.559942658990621567e-03 4.306247865315526724e-04 1.048376318067312241e-02 2.384505001828074455e-03 3.437346313148736954e-04
4.724017699953456031e+03 1.066917739808559418e-02 2.567400224506855011e-03 4.325597838032990694e-04 1.049579121172428131e-02 2.395228017121553421e-03 3.454819379840046167e-04
4.724805647004229286e+03 1.066515408456325531e-02 2.567182993516325951e-03 4.325468034949153662e-04 1.049011573195457458e-02 2.394633134827017784e-03 3.455170080997049809e-04
4.725593725481385263e+03 1.065044850111007690e-02 2.557372441515326500e-03 4.293653473723679781e-04 1.046080421656370163e-02 2.378924051299691200e-03 3.425888135097920895e-04
4.726381935406844605e+03 1.061312388628721237e-02 2.527279546484351158e-03 4.200590774416923523e-04 1.038687396794557571e-02 2.333858050405979156e-03 3.331158077344298363e-04
4.727170276802532499e+03 1.058719772845506668e-02 2.505650976672768593e-03 4.154285124968737364e-04 1.033952273428440094e-02 2.304156310856342316e-03 3.276708594057708979e-04
4.727958749690376862e+03 1.056809071451425552e-02 2.492708154022693634e-03 4.137274518143385649e-04 1.031055673956871033e-02 2.287632785737514496e-03 3.250518639106303453e-04
4.728747354092311070e+03 1.055245567113161087e-02 2.486279234290122986e-03 4.139459342695772648e-04 1.029496733099222183e-02 2.281347755342721939e-03 3.244997933506965637e-04
4.729536090030271225e+03 1.053207181394100189e-02 2.482556039467453957e-03 4.145053098909556866e-04 1.028373837471008301e-02 2.280940068885684013e-03 3.248976718168705702e-04
4.730324957526196158e+03 1.049988996237516403e-02 2.469678176566958427e-03 4.141286772210150957e-04 1.025974657386541367e-02 2.272175392135977745e-03 3.256966883782297373e-04
4.731113956602030157e+03 1.049110572785139084e-02 2.465525874868035316e-03 4.157077346462756395e-04 1.025479566305875778e-02 2.270993776619434357e-03 3.283784317318350077e-04
4.731903087279719330e+03 1.049721520394086838e-02 2.469360362738370895e-03 4.179917159490287304e-04 1.026333682239055634e-02 2.276932587847113609e-03 3.314350615255534649e-04
4.732692349581214330e+03 1.051503699272871017e-02 2.480412833392620087e-03 4.205750592518597841e-04 1.028240006417036057e-02 2.289040479809045792e-03 3.343489370308816433e-04
4.733481743528470361e+03 1.053573563694953918e-02 2.497139386832714081e-03 4.228673060424625874e-04 1.030307356268167496e-02 2.305160509422421455e-03 3.362858842592686415e-04
4.734271269143444442e+03 1.053884811699390411e-02 2.504984382539987564e-03 4.234380903653800488e-04 1.030365750193595886e-02 2.311939839273691177e-03 3.366515738889575005e-04
4.735060926448099053e+03 1.053142268210649490e-02 2.502704970538616180e-03 4.212227941025048494e-04 1.029079966247081757e-02 2.307014074176549911e-03 3.344972210470587015e-04
4.735850715464399400e+03 1.052134949713945389e-02 2.497337991371750832e-03 4.186994920019060373e-04 1.027443725615739822e-02 2.297808649018406868e-03 3.319339593872427940e-04
4.736640636214313417e+03 1.051176991313695908e-02 2.491474384441971779e-03 4.170670581515878439e-04 1.025898754596710205e-02 2.287382259964942932e-03 3.300395910628139973e-04
4.737430688719814498e+03 1.050647255033254623e-02 2.490731421858072281e-03 4.210947081446647644e-04 1.025380007922649384e-02 2.285945229232311249e-03 3.337980015203356743e-04
4.738220873002878761e+03 1.050083525478839874e-02 2.489699749276041985e-03 4.235898668412119150e-04 1.025235000997781754e-02 2.289576921612024307e-03 3.367259341757744551e-04
4.739011189085486876e+03 1.049598213285207748e-02 2.488466911017894745e-03 4.231236525811254978e-04 1.025064941495656967e-02 2.292372286319732666e-03 3.366954333614557981e-04
4.739801636989621329e+03 1.049270480871200562e-02 2.487716963514685631e-03 4.214556538499891758e-04 1.024852413684129715e-02 2.294323872774839401e-03 3.353824722580611706e-04
4.740592216737270064e+03 1.049210503697395325e-02 2.488136757165193558e-03 4.197657399345189333e-04 1.024579443037509918e-02 2.295171376317739487e-03 3.338704700581729412e-04
4.741382928350425573e+03 1.049620006233453751e-02 2.491501858457922935e-03 4.210277111269533634e-04 1.025362033396959305e-02 2.300047548487782478e-03 3.351325576659291983e-04
4.742173771851079437e+03 1.049812231212854385e-02 2.492422703653573990e-03 4.230693157296627760e-04 1.026904582977294922e-02 2.306652721017599106e-03 3.369199694134294987e-04
4.742964747261231423e+03 1.049393415451049805e-02 2.487320452928543091e-03 4.240538692101836205e-04 1.027558743953704834e-02 2.307193586602807045e-03 3.376273380126804113e-04
4.743755854602883119e+03 1.048482675105333328e-02 2.478438895195722580e-03 4.240819253027439117e-04 1.027270499616861343e-02 2.302402863278985023e-03 3.373977087903767824e-04
4.744547093898041567e+03 1.047116424888372421e-02 2.468395978212356567e-03 4.232037754263728857e-04 1.025758311152458191e-02 2.292272634804248810e-03 3.363310825079679489e-04
4.745338465168714720e+03 1.047138869762420654e-02 2.478863345459103584e-03 4.247219185344874859e-04 1.025774795562028885e-02 2.297211904078722000e-03 3.376984677743166685e-04
4.746129968436915988e+03 1.048129983246326447e-02 2.495149616152048111e-03 4.261219000909477472e-04 1.027037017047405243e-02 2.308915136381983757e-03 3.390281053725630045e-04
4.746921603724662418e+03 1.049036532640457153e-02 2.508209086954593658e-03 4.264420131221413612e-04 1.028205174952745438e-02 2.319179475307464600e-03 3.392443468328565359e-04
4.747713371053972878e+03 1.049620285630226135e-02 2.516316482797265053e-03 4.258944536559283733e-04 1.028987672179937363e-02 2.326691756024956703e-03 3.385616873856633902e-04
4.748505270446872601e+03 1.049475464969873428e-02 2.518079942092299461e-03 4.255338280927389860e-04 1.028924249112606049e-02 2.331233583390712738e-03 3.380499838385730982e-04
4.749297301925389547e+03 1.048468612134456635e-02 2.513432642444968224e-03 4.265995812602341175e-04 1.027204096317291260e-02 2.328471280634403229e-03 3.390193160157650709e-04
4.750089465511553499e+03 1.047188322991132736e-02 2.505117561668157578e-03 4.265460884198546410e-04 1.024975068867206573e-02 2.319437917321920395e-03 3.388015029486268759e-04
4.750881761227401512e+03 1.045909803360700607e-02 2.496684202924370766e-03 4.254404630046337843e-04 1.023145671933889389e-02 2.310358686372637749e-03 3.375458181835711002e-04
4.751674189094971553e+03 1.044813916087150574e-02 2.490221522748470306e-03 4.233780491631478071e-04 1.022155955433845520e-02 2.304020104929804802e-03 3.353994688950479031e-04
4.752466749136305225e+03 1.044215448200702667e-02 2.492276951670646667e-03 4.207536112517118454e-04 1.022945810109376907e-02 2.307780086994171143e-03 3.329569881316274405e-04
4.753259441373447771e+03 1.043739076703786850e-02 2.497413195669651031e-03 4.189670435152947903e-04 1.023468095809221268e-02 2.313424833118915558e-03 3.309183812234550714e-04
4.754052265828451709e+03 1.043152436614036560e-02 2.500110538676381111e-03 4.178069066256284714e-04 1.023599598556756973e-02 2.317449776455760002e-03 3.293101326562464237e-04
4.754845222523369557e+03 1.042530778795480728e-02 2.500575967133045197e-03 4.169906314928084612e-04 1.023547817021608353e-02 2.319898689165711403e-03 3.283171099610626698e-04
4.755638311480257471e+03 1.041925232857465744e-02 2.498280722647905350e-03 4.165203718002885580e-04 1.023308373987674713e-02 2.319927327334880829e-03 3.282007237430661917e-04
4.756431532721175245e+03 1.041054353117942810e-02 2.487105550244450569e-03 4.168358864262700081e-04 1.021524053066968918e-02 2.307379385456442833e-03 3.299289674032479525e-04
4.757224886268189039e+03 1.040458958595991135e-02 2.477266360074281693e-03 4.176389484200626612e-04 1.019288972020149231e-02 2.291303593665361404e-03 3.318696690257638693e-04
4.758018372143366832e+03 1.040239911526441574e-02 2.474785316735506058e-03 4.186594451311975718e-04 1.018067542463541031e-02 2.283470239490270615e-03 3.335794026497751474e-04
4.758811990368780243e+03 1.040070876479148865e-02 2.476892201229929924e-03 4.195010114926844835e-04 1.017596386373043060e-02 2.282258821651339531e-03 3.347923047840595245e-04
4.759605740966504527e+03 1.039727684110403061e-02 2.482158364728093147e-03 4.198023234494030476e-04 1.017811056226491928e-02 2.287501236423850060e-03 3.351790946908295155e-04
4.760399623958619486e+03 1.037123985588550568e-02 2.474489621818065643e-03 4.146705323364585638e-04 1.015910692512989044e-02 2.282105153426527977e-03 3.306779253762215376e-04
4.761193639367206742e+03 1.034021191298961639e-02 2.459192881360650063e-03 4.083476960659027100e-04 1.012712065130472183e-02 2.267109928652644157e-03 3.253535833209753036e-04
4.761987787214353375e+03 1.031675003468990326e-02 2.451219363138079643e-03 4.040709754917770624e-04 1.010352279990911484e-02 2.258399268612265587e-03 3.216665645595639944e-04
4.762782067522150101e+03 1.030337344855070114e-02 2.451238455250859261e-03 4.017984610982239246e-04 1.009083911776542664e-02 2.256589708849787712e-03 3.194062737748026848e-04
4.763576480312691274e+03 1.030410081148147583e-02 2.461179392412304878e-03 4.016617021989077330e-04 1.009323354810476303e-02 2.263325033709406853e-03 3.184143570251762867e-04
4.764371025608072159e+03 1.031687110662460327e-02 2.471642801538109779e-03 4.019330372102558613e-04 1.010289229452610016e-02 2.269082935526967049e-03 3.170224081259220839e-04
4.765165703430397116e+03 1.032351143658161163e-02 2.471421612426638603e-03 4.028497787658125162e-04 1.010663993656635284e-02 2.267912263050675392e-03 3.172203723806887865e-04
4.765960513801768684e+03 1.032697036862373352e-02 2.469451166689395905e-03 4.049862909596413374e-04 1.011080946773290634e-02 2.268073381856083870e-03 3.191345604136586189e-04
4.766755456744296680e+03 1.032856851816177368e-02 2.467633225023746490e-03 4.079976642969995737e-04 1.011636853218078613e-02 2.270594472065567970e-03 3.223663079552352428e-04
4.767550532280092739e+03 1.033062860369682312e-02 2.468878403306007385e-03 4.116042109671980143e-04 1.012554019689559937e-02 2.277468331158161163e-03 3.266416315454989672e-04
4.768345740431273953e+03 1.033625286072492599e-02 2.475282642990350723e-03 4.150036838836967945e-04 1.013546343892812729e-02 2.285796916112303734e-03 3.307131992187350988e-04
4.769141081219959233e+03 1.033746730536222458e-02 2.478044247254729271e-03 4.157279618084430695e-04 1.013703271746635437e-02 2.288350835442543030e-03 3.317661467008292675e-04
4.769936554668271128e+03 1.033273711800575256e-02 2.475629094988107681e-03 4.142230900470167398e-04 1.013184711337089539e-02 2.286582486703991890e-03 3.306080179754644632e-04
4.770732160798338555e+03 1.032247766852378845e-02 2.468430902808904648e-03 4.112981841899454594e-04 1.012072246521711349e-02 2.281193621456623077e-03 3.280335513409227133e-04
4.771527899632291337e+03 1.030612271279096603e-02 2.456420101225376129e-03 4.085896071046590805e-04 1.010333467274904251e-02 2.272728597745299339e-03 3.256180789321660995e-04
4.772323771192263848e+03 1.029883883893489838e-02 2.454745816066861153e-03 4.111538582947105169e-04 1.009721122682094574e-02 2.273962367326021194e-03 3.280617238488048315e-04
4.773119775500394098e+03 1.030292455106973648e-02 2.464381279423832893e-03 4.152494366280734539e-04 1.010500919073820114e-02 2.283760346472263336e-03 3.318465896882116795e-04
4.773915912578825555e+03 1.030683051794767380e-02 2.473427914083003998e-03 4.182712291367352009e-04 1.011051796376705170e-02 2.291105920448899269e-03 3.345164295751601458e-04
4.774712182449701686e+03 1.030777301639318466e-02 2.478605136275291443e-03 4.196504887659102678e-04 1.011033169925212860e-02 2.293472643941640854e-03 3.355520311743021011e-04
4.775508585135172325e+03 1.030115410685539246e-02 2.474742475897073746e-03 4.190359904896467924e-04 1.009981520473957062e-02 2.287679584696888924e-03 3.346304001752287149e-04
4.776305120657390944e+03 1.029122713953256607e-02 2.467718673869967461e-03 4.194410284981131554e-04 1.009248103946447372e-02 2.285104477778077126e-03 3.354732471052557230e-04
4.777101789038513743e+03 1.027736999094486237e-02 2.458896720781922340e-03 4.190382896922528744e-04 1.008010283112525940e-02 2.281460678204894066e-03 3.359064867254346609e-04
4.777898590300701471e+03 1.025924179702997208e-02 2.448080573230981827e-03 4.173543711658567190e-04 1.006025169044733047e-02 2.274608705192804337e-03 3.349792386870831251e-04
4.778695524466118513e+03 1.023971475660800934e-02 2.437458373606204987e-03 4.147426225244998932e-04 1.003646571189165115e-02 2.265904564410448074e-03 3.328452876303344965e-04
4.779492591556931075e+03 1.022824086248874664e-02 2.435251604765653610e-03 4.129975277464836836e-04 1.002330612391233444e-02 2.262397436425089836e-03 3.309566527605056763e-04
4.780289791595310817e+03 1.023822370916604996e-02 2.447233535349369049e-03 4.142873513046652079e-04 1.003865804523229599e-02 2.270720433443784714e-03 3.317074733786284924e-04
4.781087124603434859e+03 1.024573761969804764e-02 2.454826375469565392e-03 4.140025703236460686e-04 1.004910003393888474e-02 2.274265279993414879e-03 3.309948078822344542e-04
4.781884590603480319e+03 1.024759933352470398e-02 2.457816619426012039e-03 4.124328552279621363e-04 1.005038619041442871e-02 2.272939775139093399e-03 3.290493332315236330e-04
4.782682189617629774e+03 1.024273596704006195e-02 2.456191694363951683e-03 4.101831873413175344e-04 1.004148088395595551e-02 2.267286647111177444e-03 3.264675906393676996e-04
4.783479921668069437e+03 1.023092865943908691e-02 2.452485030516982079e-03 4.104487015865743160e-04 1.002456434071063995e-02 2.261502435430884361e-03 3.262992831878364086e-04
4.784277786776989160e+03 1.021140534430742264e-02 2.442821627482771873e-03 4.115540941711515188e-04 9.999323636293411255e-03 2.253409707918763161e-03 3.273638722021132708e-04
4.785075784966583342e+03 1.018978282809257507e-02 2.429610118269920349e-03 4.098489589523524046e-04 9.970832616090774536e-03 2.241907175630331039e-03 3.257991629652678967e-04
4.785873916259048201e+03 1.016983017325401306e-02 2.416752977296710014e-03 4.079801146872341633e-04 9.944223798811435699e-03 2.231053542345762253e-03 3.241429221816360950e-04
4.786672180676586322e+03 1.015408057719469070e-02 2.406136831268668175e-03 4.069849965162575245e-04 9.923137724399566650e-03 2.222815295681357384e-03 3.234202449675649405e-04
4.787470578241401199e+03 1.014279294759035110e-02 2.396775409579277039e-03 4.080821527168154716e-04 9.909982793033123016e-03 2.217458095401525497e-03 3.250969457440078259e-04
4.788269108975701783e+03 1.013994589447975159e-02 2.394983079284429550e-03 4.074333992321044207e-04 9.910878725349903107e-03 2.216993365436792374e-03 3.246726118959486485e-04
4.789067772901699755e+03 1.014500670135021210e-02 2.403534017503261566e-03 4.076503100804984570e-04 9.920937009155750275e-03 2.223235322162508965e-03 3.243594255764037371e-04
4.789866570041611340e+03 1.015143841505050659e-02 2.415668219327926636e-03 4.088666755706071854e-04 9.929732419550418854e-03 2.231157384812831879e-03 3.247900458518415689e-04
4.790665500417655494e+03 1.015628315508365631e-02 2.427913947030901909e-03 4.109960573259741068e-04 9.932721033692359924e-03 2.238248940557241440e-03 3.261443634983152151e-04
4.791464564052056630e+03 1.015566010028123856e-02 2.434616675600409508e-03 4.130392626393586397e-04 9.926212951540946960e-03 2.240805886685848236e-03 3.279951051808893681e-04
4.792263760967040071e+03 1.015946175903081894e-02 2.440283307805657387e-03 4.158700467087328434e-04 9.932870976626873016e-03 2.247804543003439903e-03 3.310752508696168661e-04
4.793063091184838413e+03 1.016664505004882812e-02 2.447321079671382904e-03 4.190725449007004499e-04 9.950690902769565582e-03 2.259922213852405548e-03 3.346000448800623417e-04
4.793862554727684255e+03 1.017319131642580032e-02 2.453391440212726593e-03 4.215004446450620890e-04 9.970560669898986816e-03 2.272071316838264465e-03 3.373133367858827114e-04
4.794662151617816562e+03 1.017664466053247452e-02 2.456839662045240402e-03 4.223808064125478268e-04 9.986677207052707672e-03 2.280772663652896881e-03 3.383706207387149334e-04
4.795461881877477026e+03 1.017171982675790787e-02 2.454112051054835320e-03 4.201779956929385662e-04 9.985932148993015289e-03 2.277624327689409256e-03 3.361254348419606686e-04
4.796261745528910978e+03 1.015690527856349945e-02 2.445883350446820259e-03 4.163265402894467115e-04 9.960918687283992767e-03 2.263254718855023384e-03 3.325722063891589642e-04
4.797061742594367388e+03 1.013731490820646286e-02 2.434323076158761978e-03 4.124209226574748755e-04 9.929050691425800323e-03 2.246842253953218460e-03 3.290250024292618036e-04
4.797861873096100680e+03 1.011608354747295380e-02 2.420202363282442093e-03 4.090395523235201836e-04 9.896950796246528625e-03 2.230571815744042397e-03 3.256727650295943022e-04
4.798662137056365282e+03 1.009619794785976410e-02 2.404990838840603828e-03 4.068624693900346756e-04 9.869861416518688202e-03 2.216713270172476768e-03 3.229964058846235275e-04
4.799462534497422894e+03 1.008324977010488510e-02 2.392988186329603195e-03 4.080765065737068653e-04 9.855162352323532104e-03 2.209426136687397957e-03 3.228665445931255817e-04
4.800263065441537037e+03 1.008244603872299194e-02 2.394341398030519485e-03 4.121485981158912182e-04 9.850498288869857788e-03 2.211900195106863976e-03 3.264689294155687094e-04
4.801063729910976690e+03 1.007884461432695389e-02 2.397368429228663445e-03 4.154750495217740536e-04 9.838309139013290405e-03 2.214162843301892281e-03 3.301058604847639799e-04
4.801864527928011739e+03 1.007114537060260773e-02 2.399493241682648659e-03 4.170337633695453405e-04 9.823252446949481964e-03 2.215393120422959328e-03 3.323577984701842070e-04
4.802665459514917529e+03 1.005930546671152115e-02 2.399769611656665802e-03 4.160238895565271378e-04 9.809121489524841309e-03 2.215255517512559891e-03 3.322472330182790756e-04
4.803466524693973042e+03 1.004472374916076660e-02 2.399872522801160812e-03 4.102504753973335028e-04 9.807510301470756531e-03 2.214623149484395981e-03 3.275349445175379515e-04
4.804267723487462717e+03 1.003941614180803299e-02 2.403445076197385788e-03 4.051908908877521753e-04 9.817082434892654419e-03 2.215724438428878784e-03 3.229287976864725351e-04
4.805069055917670994e+03 1.003941800445318222e-02 2.406307728961110115e-03 4.040224303025752306e-04 9.821695275604724884e-03 2.215894637629389763e-03 3.215924953110516071e-04
4.805870522006887768e+03 1.004166528582572937e-02 2.407114719972014427e-03 4.044531960971653461e-04 9.822704829275608063e-03 2.214175183326005936e-03 3.215379838366061449e-04
4.806672121777408393e+03 1.004473678767681122e-02 2.405509585514664650e-03 4.055802419316023588e-04 9.820451028645038605e-03 2.210468985140323639e-03 3.220018988940864801e-04
4.807473855251529130e+03 1.004612166434526443e-02 2.403385471552610397e-03 4.061906365677714348e-04 9.815568104386329651e-03 2.206341829150915146e-03 3.219066711608320475e-04
4.808275722451551701e+03 1.004389766603708267e-02 2.407189458608627319e-03 4.071149742230772972e-04 9.812834672629833221e-03 2.210216596722602844e-03 3.229105495847761631e-04
4.809077723399779643e+03 1.004029624164104462e-02 2.413504756987094879e-03 4.074371245224028826e-04 9.816108271479606628e-03 2.219208749011158943e-03 3.239046491216868162e-04
