0.000000000000000000e+00 0.000000000000000000e+00 2.725089362041530999e-08 3.070214243964571372e-09
0.000000000000000000e+00 0.000000000000000000e+00 2.712198091175828155e-08 3.055690330001971423e-09
0.000000000000000000e+00 0.000000000000000000e+00 2.006701286362582057e-08 2.260844344626131363e-09
0.000000000000000000e+00 0.000000000000000000e+00 3.694239612975828218e-08 4.162104640810563299e-09
0.000000000000000000e+00 0.000000000000000000e+00 3.715383655272310807e-08 4.185926516429723501e-09
0.000000000000000000e+00 0.000000000000000000e+00 2.799976006067280012e-08 3.154585070247608784e-09
0.000000000000000000e+00 0.000000000000000000e+00 3.331174959149404918e-08 3.753058872556243687e-09
0.000000000000000000e+00 0.000000000000000000e+00 3.952976376547909754e-08 4.453609685753815929e-09
0.000000000000000000e+00 0.000000000000000000e+00 4.694020862358982037e-08 5.288505365667993324e-09
0.000000000000000000e+00 0.000000000000000000e+00 5.588514997152525567e-08 6.296284659822402847e-09
0.000000000000000000e+00 0.000000000000000000e+00 9.120392421925269455e-08 1.027546439921654928e-08
0.000000000000000000e+00 0.000000000000000000e+00 1.148097322812661850e-07 1.293500610679534827e-08
0.000000000000000000e+00 0.000000000000000000e+00 1.861824648521683838e-07 2.097619489209429371e-08
0.000000000000000000e+00 0.000000000000000000e+00 1.920292293638892075e-07 2.163491896679926861e-08
0.000000000000000000e+00 0.000000000000000000e+00 5.555683184229918601e-08 6.259294790391239720e-09
0.000000000000000000e+00 0.000000000000000000e+00 5.961713124024733881e-08 6.716747276903540237e-09
0.000000000000000000e+00 0.000000000000000000e+00 2.722417499627641701e-07 3.067203997711621823e-08
0.000000000000000000e+00 0.000000000000000000e+00 3.426992871730788206e-07 3.861011853523416122e-08
0.000000000000000000e+00 0.000000000000000000e+00 2.034044058578922268e-07 2.291650001826743557e-08
0.000000000000000000e+00 0.000000000000000000e+00 3.525824329575710437e-07 3.972360036762422086e-08
0.000000000000000000e+00 0.000000000000000000e+00 5.752026713476962947e-07 6.480504673854636866e-08
0.000000000000000000e+00 0.000000000000000000e+00 9.327246291369052603e-07 1.050851572781948075e-07
0.000000000000000000e+00 0.000000000000000000e+00 1.436058398982404027e-06 1.617931144987361905e-07
0.000000000000000000e+00 0.000000000000000000e+00 2.138825436507185233e-06 2.409701645746626532e-07
0.000000000000000000e+00 0.000000000000000000e+00 3.805189044398753117e-06 4.287105504803970807e-07
0.000000000000000000e+00 0.000000000000000000e+00 5.188411243937031441e-06 5.845508894705612382e-07
0.000000000000000000e+00 0.000000000000000000e+00 6.708414711678551858e-06 7.558016514653687802e-07
0.000000000000000000e+00 0.000000000000000000e+00 7.228931210675927073e-06 8.144454960196287817e-07
0.000000000000000000e+00 0.000000000000000000e+00 6.274697680180775770e-06 7.069370444362284001e-07
0.000000000000000000e+00 0.000000000000000000e+00 1.932042627815358185e-05 2.176730377539469595e-06
0.000000000000000000e+00 0.000000000000000000e+00 4.783117193720759817e-05 5.388885496111491654e-06
0.000000000000000000e+00 0.000000000000000000e+00 1.160683960398540561e-04 1.307681310416601506e-05
0.000000000000000000e+00 0.000000000000000000e+00 3.491308020490605348e-04 3.933472334480695099e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.344659985222363546e-03 1.514957379902601826e-04
0.000000000000000000e+00 0.000000000000000000e+00 7.232306606579418616e-03 8.148257840471067855e-04
0.000000000000000000e+00 0.000000000000000000e+00 3.445066128725027960e-02 3.881374037542577923e-03
0.000000000000000000e+00 0.000000000000000000e+00 2.185431129750856349e-01 2.462209818593980373e-02
0.000000000000000000e+00 0.000000000000000000e+00 5.864840954853681732e-01 6.607606520723018073e-02
0.000000000000000000e+00 0.000000000000000000e+00 5.011963745597473180e-02 5.646714818349825998e-03
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
