3.542953322729684714e+03 5.862012976267693739e+04 5.862012976267693887e+01
3.544135321874389319e+03 5.914115127191978536e+04 5.914115127191978871e+01
3.545317715357334237e+03 6.012491047874356445e+04 6.012491047874356553e+01
3.546500503310078329e+03 6.109872163743071724e+04 6.109872163743072093e+01
3.547683685864223662e+03 6.146332281615093234e+04 6.146332281615093507e+01
3.548867263151419138e+03 6.116301229188180878e+04 6.116301229188181310e+01
3.550051235303353224e+03 6.063473333905851905e+04 6.063473333905852058e+01
3.551235602451761679e+03 6.007571067639034300e+04 6.007571067639034368e+01
3.552420364728423465e+03 5.913374379651308845e+04 5.913374379651308743e+01
3.553605522265160289e+03 5.748526096516326652e+04 5.748526096516327044e+01
3.554791075193839788e+03 5.548448450772275100e+04 5.548448450772275464e+01
3.555977023646371435e+03 5.396138193145874538e+04 5.396138193145874595e+01
3.557163367754710634e+03 5.333886651947088831e+04 5.333886651947089064e+01
3.558350107650854625e+03 5.323298716299752414e+04 5.323298716299752442e+01
3.559537243466847485e+03 5.315922760798073432e+04 5.315922760798073199e+01
3.560724775334775586e+03 5.327912956577038858e+04 5.327912956577038983e+01
3.561912703386768953e+03 5.396751481509545556e+04 5.396751481509545556e+01
3.563101027755003543e+03 5.477871516702504596e+04 5.477871516702504806e+01
3.564289748571697146e+03 5.433431651314489136e+04 5.433431651314489130e+01
3.565478865969113485e+03 5.157237378370802617e+04 5.157237378370803071e+01
3.566668380079559483e+03 4.708391508253786014e+04 4.708391508253786384e+01
3.567858291035386173e+03 4.273638894556107698e+04 4.273638894556107459e+01
3.569048598968989609e+03 3.978762754395315278e+04 3.978762754395315682e+01
3.570239304012809498e+03 3.808193231198734429e+04 3.808193231198734452e+01
3.571430406299328752e+03 3.733261350795987528e+04 3.733261350795987710e+01
3.572621905961075754e+03 3.805278542799178831e+04 3.805278542799178609e+01
3.573813803130622546e+03 4.055716814740631526e+04 4.055716814740631548e+01
3.575006097940586642e+03 4.391541648696808261e+04 4.391541648696808409e+01
3.576198790523627849e+03 4.655444314590208523e+04 4.655444314590208421e+01
3.577391881012450540e+03 4.732849452436650608e+04 4.732849452436650495e+01
3.578585369539805470e+03 4.572838578281136870e+04 4.572838578281137245e+01
3.579779256238484777e+03 4.188652943217835855e+04 4.188652943217835656e+01
3.580973541241326984e+03 3.688373182020366221e+04 3.688373182020366414e+01
3.582168224681213815e+03 3.252249656668432362e+04 3.252249656668432465e+01
3.583363306691072012e+03 3.017287243812924862e+04 3.017287243812925013e+01
3.584558787403872429e+03 2.970949872345433323e+04 2.970949872345433462e+01
3.585754666952630032e+03 2.991030733430361215e+04 2.991030733430361366e+01
3.586950945470404349e+03 3.010913096022687387e+04 3.010913096022687441e+01
3.588147623090299476e+03 3.100992553659836994e+04 3.100992553659837014e+01
3.589344699945463617e+03 3.371213343923578213e+04 3.371213343923578520e+01
3.590542176169089998e+03 3.847320948770570976e+04 3.847320948770570936e+01
3.591740051894415501e+03 4.433203092677556560e+04 4.433203092677556612e+01
3.592938327254721116e+03 4.952234637890756858e+04 4.952234637890757085e+01
3.594137002383334220e+03 5.285819216915915604e+04 5.285819216915916030e+01
3.595336077413624480e+03 5.505155630508525064e+04 5.505155630508524922e+01
3.596535552479007038e+03 5.780056922901274811e+04 5.780056922901275129e+01
3.597735427712941600e+03 6.157119197753845947e+04 6.157119197753846151e+01
3.598935703248932896e+03 6.527622311076983169e+04 6.527622311076983408e+01
3.600136379220528852e+03 6.774463507244599168e+04 6.774463507244598759e+01
3.601337455761322872e+03 6.825812693265263806e+04 6.825812693265264386e+01
3.602538933004952924e+03 6.615073014661490743e+04 6.615073014661490447e+01
3.603740811085101086e+03 6.139058201548531360e+04 6.139058201548531457e+01
3.604943090135494913e+03 5.540963935471442528e+04 5.540963935471442880e+01
3.606145770289905158e+03 5.021913617157787667e+04 5.021913617157787968e+01
3.607348851682148961e+03 4.667113798285419762e+04 4.667113798285419790e+01
3.608552334446086206e+03 4.418013613560184604e+04 4.418013613560184893e+01
3.609756218715622708e+03 4.221919562172816950e+04 4.221919562172816853e+01
3.610960504624709301e+03 4.151554789562558290e+04 4.151554789562558057e+01
3.612165192307340476e+03 4.307710112921387190e+04 4.307710112921387235e+01
3.613370281897555742e+03 4.651781192991301941e+04 4.651781192991302305e+01
3.614575773529439630e+03 5.035206776845410059e+04 5.035206776845409848e+01
3.615781667337120325e+03 5.323427524739069486e+04 5.323427524739069838e+01
3.616987963454772398e+03 5.393169931564084254e+04 5.393169931564084152e+01
3.618194662016614529e+03 5.143676276356127346e+04 5.143676276356127630e+01
3.619401763156909055e+03 4.664112111705313873e+04 4.664112111705313879e+01
3.620609267009965151e+03 4.287951117154916574e+04 4.287951117154916858e+01
3.621817173710135648e+03 4.325105635198361415e+04 4.325105635198361398e+01
3.623025483391817943e+03 4.773234086561985896e+04 4.773234086561986089e+01
3.624234196189454451e+03 5.387098118437758967e+04 5.387098118437759098e+01
3.625443312237533064e+03 5.975711710950630368e+04 5.975711710950630362e+01
3.626652831670585783e+03 6.500801192114535661e+04 6.500801192114535354e+01
3.627862754623189630e+03 6.906236226983807865e+04 6.906236226983807569e+01
3.629073081229967556e+03 7.012995788612839533e+04 7.012995788612839476e+01
3.630283811625585713e+03 6.663170587122248253e+04 6.663170587122247923e+01
3.631494945944756182e+03 5.929153685036448587e+04 5.929153685036448707e+01
3.632706484322235610e+03 5.141947943987371400e+04 5.141947943987371161e+01
3.633918426892826119e+03 4.670150695120400633e+04 4.670150695120400997e+01
3.635130773791374850e+03 4.645681000147511804e+04 4.645681000147511952e+01
3.636343525152773509e+03 4.942865147393050574e+04 4.942865147393050762e+01
3.637556681111958369e+03 5.386197183167891490e+04 5.386197183167891467e+01
3.638770241803911631e+03 5.874554480226205487e+04 5.874554480226205300e+01
3.639984207363659607e+03 6.331343324238764762e+04 6.331343324238764581e+01
3.641198577926275448e+03 6.646926184402135550e+04 6.646926184402136073e+01
3.642413353626874141e+03 6.715501334866519028e+04 6.715501334866519301e+01
3.643628534600619787e+03 6.511469359086071199e+04 6.511469359086071051e+01
3.644844120982717413e+03 6.109992747643002076e+04 6.109992747643002531e+01
3.646060112908421161e+03 5.632503016190834023e+04 5.632503016190834444e+01
